,rating,num_beds,num_bath,property_type,price,neighbourhood,latitude,longitude,room_type,number_of_reviews,reviews_per_month,price_range
0,4.99,1.0,1.0,Condo,114,Hyde Park,41.7879,-87.5878,Private room,227,2.15,$100 - $300
1,4.7,1.0,1.0,Rental,92,West Town,41.90166,-87.68021,Entire home/apt,505,2.92,<$100
2,4.65,2.0,1.0,Rental,170,Lincoln Park,41.91196,-87.63981,Entire home/apt,72,0.63,$100 - $300
3,4.93,1.0,1.0,Boutique,329,Lincoln Park,41.92357,-87.64947,Private room,15,0.15,>$300
4,4.29,1.0,1.0,Rental,61,Lincoln Park,41.925961,-87.656364,Entire home/apt,42,0.26,<$100
5,4.3,2.0,1.0,Rental,95,Lincoln Park,41.92499,-87.65573,Entire home/apt,51,0.32,<$100
6,4.77,3.0,2.0,Loft,154,Logan Square,41.92137,-87.67932,Entire home/apt,187,1.2,$100 - $300
7,4.99,1.0,5.0,Home,110,Uptown,41.97303,-87.66567,Private room,250,1.56,$100 - $300
8,4.88,1.0,1.0,Rental,94,West Town,41.89615,-87.67934,Private room,106,0.71,<$100
9,4.88,1.0,1.0,Rental,93,West Town,41.89615,-87.67934,Private room,131,0.87,<$100
10,5.0,1.0,1.0,Rental,105,Edgewater,41.9796,-87.66512,Entire home/apt,17,1.22,$100 - $300
11,4.78,3.0,2.0,Rental,204,North Center,41.94342,-87.68121,Entire home/apt,72,0.75,$100 - $300
12,4.78,4.0,2.0,Rental,259,Lincoln Park,41.91289,-87.63864,Entire home/apt,86,0.85,$100 - $300
13,4.95,2.0,1.0,Rental,250,Logan Square,41.92918,-87.70219,Entire home/apt,624,4.27,$100 - $300
14,4.9,1.0,1.0,Rental,100,Pullman,41.68843,-87.60712,Entire home/apt,313,2.14,$100 - $300
15,4.91,1.0,1.0,Place,50,Pullman,41.68954,-87.60786,Entire home/apt,46,0.32,<$100
16,5.0,2.0,1.0,Rental,100,Pullman,41.68912,-87.60725,Entire home/apt,4,0.03,$100 - $300
17,4.91,1.0,1.0,Home,88,Logan Square,41.92589,-87.69737,Private room,24,0.18,<$100
18,4.84,2.0,1.0,Condo,170,Near South Side,41.85923,-87.62198,Entire home/apt,39,0.27,$100 - $300
19,4.9,1.0,1.0,Rental,48,West Ridge,42.0076,-87.6825,Entire home/apt,30,0.21,<$100
20,4.84,2.0,5.0,Condo,175,Near West Side,41.88413,-87.64315,Entire home/apt,67,0.48,$100 - $300
21,4.78,1.0,1.0,Condo,32,Edgewater,41.97806,-87.65676,Private room,66,0.46,<$100
22,4.84,3.0,5.0,Rental,130,Bridgeport,41.82712,-87.64046,Entire home/apt,50,0.35,$100 - $300
23,4.74,2.0,5.0,Rental,146,Bridgeport,41.82741,-87.63934,Entire home/apt,39,0.36,$100 - $300
24,4.96,1.0,1.0,Condo,100,Kenwood,41.80774,-87.59459,Private room,281,2.01,$100 - $300
25,4.9,2.0,2.0,Loft,175,Lake View,41.94107,-87.65492,Entire home/apt,706,5.03,$100 - $300
26,4.85,3.0,3.0,Home,269,West Town,41.89629,-87.65704,Entire home/apt,284,2.15,$100 - $300
27,4.52,2.0,1.0,Rental,148,West Town,41.88947,-87.66933,Entire home/apt,217,1.59,$100 - $300
28,4.72,1.0,1.0,Condo,119,Loop,41.86765,-87.62271,Private room,38,0.27,$100 - $300
29,4.81,1.0,1.0,Rental,93,Logan Square,41.92518,-87.69549,Entire home/apt,646,4.8,<$100
30,4.92,1.0,1.0,Guest,101,Lincoln Square,41.96678,-87.6973,Entire home/apt,392,2.88,$100 - $300
31,4.88,2.0,1.0,Rental,178,Logan Square,41.93142,-87.69989,Entire home/apt,299,2.19,$100 - $300
32,4.54,1.0,1.0,Rental,45,Lincoln Square,41.96528,-87.6831,Private room,55,0.41,<$100
33,4.91,1.0,1.0,Condo,70,Edgewater,41.99688,-87.66449,Private room,118,0.88,<$100
34,4.98,2.0,5.0,Condo,238,Lake View,41.94256,-87.67171,Entire home/apt,88,1.38,$100 - $300
35,4.94,1.0,1.0,Home,75,Forest Glen,41.99178,-87.75747,Private room,100,0.78,<$100
36,4.92,1.0,1.0,Home,70,Forest Glen,41.99405,-87.75746,Private room,91,0.74,<$100
37,4.87,2.0,1.0,Rental,99,Near North Side,41.90437,-87.6335,Entire home/apt,158,1.27,<$100
38,4.7,1.0,1.0,Rental,120,Lake View,41.93903,-87.65196,Entire home/apt,770,5.81,$100 - $300
39,4.87,2.0,1.0,Rental,99,Lincoln Square,41.9765,-87.68144,Entire home/apt,214,1.73,<$100
40,4.74,3.0,1.0,Rental,80,Logan Square,41.93115,-87.71836,Entire home/apt,28,0.22,<$100
41,4.66,1.0,2.0,Rental,156,West Ridge,42.01653,-87.68788,Shared room,139,1.06,$100 - $300
42,4.92,3.0,5.0,Condo,85,Lincoln Park,41.92218,-87.66079,Private room,145,1.17,<$100
43,4.26,2.0,1.0,Rental,125,Lincoln Park,41.92546,-87.6573,Entire home/apt,45,0.36,$100 - $300
44,4.99,1.0,1.0,Home,110,Logan Square,41.92708,-87.71212,Private room,145,1.17,$100 - $300
45,4.92,1.0,1.0,Rental,128,Lincoln Park,41.912410736083984,-87.63896942138672,Entire home/apt,454,3.57,$100 - $300
46,4.91,1.0,5.0,Home,136,East Garfield Park,41.88538,-87.69801,Private room,23,0.18,$100 - $300
47,4.84,1.0,1.0,Condo,50,West Town,41.9055,-87.66685,Private room,133,1.04,<$100
48,4.84,2.0,2.0,Rental,150,Rogers Park,42.01612,-87.67443,Entire home/apt,0,1.59,$100 - $300
49,4.94,3.0,2.0,Condo,257,West Town,41.89602,-87.65659,Entire home/apt,407,3.25,$100 - $300
50,4.74,2.0,1.0,Home,133,Near West Side,41.86801,-87.67877,Entire home/apt,41,0.32,$100 - $300
51,4.97,1.0,5.0,Home,89,Rogers Park,42.00588,-87.66853,Private room,300,2.37,<$100
52,4.98,1.0,5.0,Home,79,Rogers Park,42.00477,-87.66842,Private room,330,2.62,<$100
53,4.93,1.0,5.0,Home,79,Rogers Park,42.00378,-87.66807,Private room,305,2.4,<$100
54,4.94,2.0,1.0,Rental,179,Rogers Park,42.00456,-87.67058,Entire home/apt,254,2.03,$100 - $300
55,4.68,1.0,1.0,Rental,85,Near North Side,41.89395,-87.62593,Entire home/apt,39,0.31,<$100
56,4.17,1.0,1.0,Home,45,North Lawndale,41.85428,-87.70852,Private room,6,0.06,<$100
57,4.36,1.0,1.0,Home,45,North Lawndale,41.8544,-87.70852,Private room,11,0.11,<$100
58,4.0,1.0,5.0,Rental,45,North Lawndale,41.85454,-87.70802,Private room,5,0.08,<$100
59,5.0,1.0,1.0,Rental,120,Near South Side,41.85395,-87.62468,Entire home/apt,23,0.18,$100 - $300
60,4.67,1.0,1.0,Condo,90,Uptown,41.97271,-87.65236,Entire home/apt,83,0.66,<$100
61,4.9,3.0,1.0,Condo,158,Near West Side,41.87033,-87.6826,Entire home/apt,355,2.84,$100 - $300
62,4.9,2.0,1.0,Rental,138,West Town,41.90914,-87.67859,Entire home/apt,210,1.68,$100 - $300
64,4.64,1.0,1.0,Home,103,Near West Side,41.86967,-87.68284,Private room,121,0.99,$100 - $300
65,4.84,4.0,5.0,Home,337,Lincoln Park,41.93089,-87.66946,Entire home/apt,112,0.93,>$300
66,4.97,1.0,1.0,Home,93,Logan Square,41.91984,-87.68962,Private room,417,3.43,<$100
67,4.43,1.0,11.0,Rental,120,Lake View,41.9459,-87.65461,Private room,42,0.36,$100 - $300
68,4.61,3.0,2.0,Home,175,Uptown,41.96909,-87.67407,Entire home/apt,29,0.24,$100 - $300
69,4.84,2.0,1.0,Condo,145,Uptown,41.97516,-87.67227,Entire home/apt,0,1.59,$100 - $300
70,4.6,1.0,2.0,Rental,20,West Ridge,42.01653,-87.68788,Shared room,186,1.51,<$100
71,4.78,2.0,1.0,Rental,177,Lincoln Park,41.91175,-87.63834,Entire home/apt,106,0.87,$100 - $300
72,4.4,4.0,2.0,Home,279,Lincoln Park,41.91184,-87.63963,Entire home/apt,16,0.14,$100 - $300
73,4.85,1.0,5.0,Bungalow,49,Beverly,41.71554,-87.67197,Private room,200,1.64,<$100
74,4.84,1.0,1.0,Rental,21,Portage Park,41.95993,-87.77808,Private room,0,1.59,<$100
75,4.89,1.0,1.0,Home,72,Lower West Side,41.85592,-87.66249,Private room,345,5.01,<$100
76,4.93,3.0,2.0,Rental,426,Near North Side,41.90532,-87.64761,Entire home/apt,45,0.37,>$300
77,4.83,1.0,1.0,Rental,138,Rogers Park,42.01177,-87.67758,Entire home/apt,185,1.52,$100 - $300
78,4.92,1.0,1.0,Rental,66,Lake View,41.93455,-87.66141,Private room,346,3.02,<$100
79,4.65,1.0,1.0,Rental,150,Lincoln Park,41.92817,-87.64282,Private room,66,0.54,$100 - $300
80,4.9,1.0,1.0,Rental,165,West Town,41.89322,-87.68572,Entire home/apt,385,3.28,$100 - $300
81,4.82,2.0,1.0,Rental,86,West Town,41.89678,-87.6971,Entire home/apt,116,1.23,<$100
82,4.67,1.0,1.0,Rental,153,Near North Side,41.89269,-87.62227,Entire home/apt,7,0.06,$100 - $300
83,4.81,2.0,1.0,Rental,229,Lake View,41.93396,-87.65897,Entire home/apt,74,0.66,$100 - $300
84,4.97,1.0,5.0,Home,105,Lower West Side,41.84801,-87.68127,Private room,146,1.21,$100 - $300
85,4.75,1.0,1.0,Rental,279,Lake View,41.94747,-87.65417,Entire home/apt,20,0.75,$100 - $300
86,4.71,3.0,2.0,Rental,522,Lake View,41.94842,-87.65307,Entire home/apt,15,0.13,>$300
87,4.94,4.0,2.0,Rental,679,Lake View,41.94774,-87.65421,Entire home/apt,33,1.13,>$300
88,4.79,4.0,2.0,Rental,579,Lake View,41.9475,-87.6542,Entire home/apt,24,0.82,>$300
89,4.89,1.0,1.0,Home,85,Woodlawn,41.77738,-87.60041,Private room,362,3.11,<$100
90,4.48,1.0,1.0,Rental,115,Hyde Park,41.79989,-87.59432,Entire home/apt,58,0.49,$100 - $300
91,4.58,1.0,1.0,Rental,364,Lincoln Park,41.93264,-87.64311,Entire home/apt,155,1.31,>$300
92,4.85,2.0,1.0,Rental,122,Irving Park,41.94663,-87.70783,Entire home/apt,302,2.89,$100 - $300
93,4.84,1.0,1.0,Rental,75,Lake View,41.93564,-87.6424,Entire home/apt,1,0.08,<$100
94,4.84,1.0,1.0,Rental,47,Irving Park,41.95998186072804,-87.73006782293396,Private room,2,0.9,<$100
95,4.69,2.0,2.0,Rental,200,Near South Side,41.85487,-87.62024,Entire home/apt,14,0.12,$100 - $300
96,4.0,3.0,5.0,Townhouse,242,Grand Boulevard,41.81961,-87.61324,Entire home/apt,4,0.04,$100 - $300
97,4.64,1.0,1.0,Home,71,Logan Square,41.92118,-87.68678,Private room,275,2.32,<$100
98,4.79,3.0,2.0,Condo,271,West Town,41.89821,-87.6572,Entire home/apt,207,1.75,$100 - $300
99,4.82,1.0,1.0,Townhouse,75,Lake View,41.93338,-87.63913,Private room,159,1.4,<$100
100,4.94,1.0,5.0,Home,105,Lower West Side,41.84828,-87.68021,Private room,195,1.7,$100 - $300
101,4.91,1.0,1.0,Townhouse,55,Kenwood,41.80239,-87.60244,Private room,54,0.47,<$100
102,4.47,1.0,11.0,Rental,235,Lake View,41.94594,-87.65431,Private room,61,0.54,$100 - $300
103,4.53,1.0,11.0,Rental,30,Lake View,41.94594,-87.65431,Shared room,422,3.96,<$100
104,4.58,1.0,1.0,Rental,148,West Town,41.90798,-87.68158,Entire home/apt,166,1.43,$100 - $300
105,4.91,3.0,2.0,Rental,241,West Town,41.89634,-87.65608,Entire home/apt,478,4.14,$100 - $300
106,4.77,1.0,1.0,Rental,91,Lincoln Square,41.96316,-87.69208,Entire home/apt,256,2.24,<$100
107,4.8,1.0,5.0,Condo,139,West Town,41.90006,-87.68096,Entire home/apt,177,1.53,$100 - $300
108,4.77,1.0,1.0,Townhouse,52,East Garfield Park,41.88152,-87.69768,Private room,168,1.51,<$100
109,4.78,1.0,5.0,Condo,80,Washington Park,41.79606,-87.62382,Private room,110,0.96,<$100
110,4.89,1.0,1.0,Rental,65,Lower West Side,41.85669,-87.65132,Private room,246,2.14,<$100
111,3.67,1.0,5.0,Home,45,South Lawndale,41.85295,-87.70686,Private room,7,0.07,<$100
112,4.92,1.0,1.0,Rental,145,Near South Side,41.85226,-87.62299,Entire home/apt,16,0.14,$100 - $300
113,4.71,1.0,1.0,Rental,160,Loop,41.88765,-87.61765,Entire home/apt,25,0.22,$100 - $300
114,4.25,2.0,2.0,Serviced,200,Near South Side,41.85255,-87.62121,Entire home/apt,6,0.05,$100 - $300
115,4.73,3.0,2.0,Condo,143,West Town,41.91387,-87.67182,Entire home/apt,142,1.92,$100 - $300
116,4.78,3.0,1.0,Condo,231,Lake View,41.93308,-87.6511,Entire home/apt,159,2.17,$100 - $300
117,4.81,1.0,1.0,Rental,120,Near South Side,41.85361,-87.62434,Entire home/apt,16,0.14,$100 - $300
118,4.82,1.0,1.0,Guest,74,Morgan Park,41.68451,-87.67925,Entire home/apt,159,1.4,<$100
119,4.74,1.0,1.0,Guest,93,Kenwood,41.81076119906218,-87.6044862089418,Entire home/apt,55,0.49,<$100
120,4.79,1.0,1.0,Guest,84,Morgan Park,41.68451,-87.67913,Entire home/apt,154,1.51,<$100
121,4.57,2.0,2.0,Serviced,200,Near South Side,41.85247,-87.62204,Entire home/apt,8,0.07,$100 - $300
122,4.79,1.0,1.0,Home,45,Dunning,41.9443,-87.79831,Private room,29,0.26,<$100
123,4.67,1.0,1.0,Rental,135,Near South Side,41.85434,-87.62194,Entire home/apt,7,0.06,$100 - $300
124,5.0,1.0,1.0,Rental,155,Near North Side,41.89098,-87.62238,Entire home/apt,5,0.04,$100 - $300
125,4.91,1.0,1.0,Rental,84,West Town,41.89288,-87.68458,Entire home/apt,161,1.42,<$100
126,4.91,2.0,2.0,Rental,185,West Town,41.90026,-87.66871,Entire home/apt,229,2.71,$100 - $300
127,4.92,1.0,1.0,Guest,136,Near West Side,41.88445,-87.65146,Private room,74,0.66,$100 - $300
128,4.84,1.0,1.0,Home,39,West Lawn,41.78225,-87.72806,Private room,341,3.08,<$100
129,4.84,2.0,2.0,Condo,75,South Shore,41.77206,-87.56982,Entire home/apt,245,2.16,<$100
130,4.83,1.0,1.0,Rental,103,Logan Square,41.91571,-87.67449,Entire home/apt,456,4.02,$100 - $300
131,4.94,2.0,2.0,Rental,160,North Center,41.96136,-87.6784,Entire home/apt,146,1.49,$100 - $300
132,4.71,2.0,1.0,Rental,282,Logan Square,41.91533279418945,-87.67047882080078,Entire home/apt,126,1.16,$100 - $300
133,4.91,1.0,1.0,Rental,130,Rogers Park,42.00729,-87.67708,Entire home/apt,46,0.41,$100 - $300
134,4.89,6.0,5.0,Home,1350,Logan Square,41.91634,-87.69335,Entire home/apt,82,0.74,>$300
135,4.93,1.0,1.0,Rental,89,Edgewater,41.98908,-87.66697,Entire home/apt,361,3.21,<$100
136,4.95,3.0,3.0,Home,381,Lake View,41.94278,-87.65621,Entire home/apt,237,2.13,>$300
137,4.88,2.0,1.0,Rental,299,Near West Side,41.88711,-87.6438,Entire home/apt,113,1.33,$100 - $300
138,4.9,2.0,2.0,Condo,113,East Garfield Park,41.88367,-87.70864,Entire home/apt,131,1.17,$100 - $300
139,4.8,2.0,2.0,Rental,195,Lake View,41.93594,-87.66953,Entire home/apt,189,1.85,$100 - $300
140,4.88,1.0,1.0,Rental,75,Lake View,41.94159,-87.65099,Private room,179,1.61,<$100
141,4.17,1.0,1.0,Home,35,Dunning,41.94418,-87.79895,Private room,6,0.06,<$100
142,4.98,1.0,1.0,Condo,75,Rogers Park,42.00146,-87.66982,Private room,41,0.41,<$100
143,4.49,1.0,1.0,Guest,112,West Town,41.90788,-87.68075,Private room,180,1.62,$100 - $300
144,4.97,1.0,1.0,Rental,78,Hyde Park,41.79963,-87.59186,Private room,403,3.64,<$100
145,4.74,1.0,1.0,Rental,104,Logan Square,41.93047,-87.7196,Entire home/apt,156,1.4,$100 - $300
146,4.84,1.0,1.0,Rental,43,Edgewater,41.99103,-87.66166,Private room,46,0.41,<$100
147,4.85,2.0,1.0,Guest,132,North Center,41.93699,-87.68341,Entire home/apt,133,1.19,$100 - $300
148,4.78,1.0,1.0,Condo,69,Irving Park,41.95965,-87.72016,Entire home/apt,46,0.42,<$100
149,4.4,1.0,1.0,Guest,65,West Ridge,41.99595,-87.67545,Entire home/apt,5,0.08,<$100
150,4.92,1.0,1.0,Rental,170,Near North Side,41.88853,-87.63399,Entire home/apt,14,0.13,$100 - $300
151,4.84,1.0,1.0,Condo,68,Rogers Park,42.0222,-87.67226,Private room,69,0.68,<$100
152,4.79,1.0,2.0,Rental,20,West Ridge,42.0168,-87.68771,Shared room,154,1.4,<$100
153,4.83,1.0,1.0,Home,111,Bridgeport,41.83615,-87.64638,Entire home/apt,75,0.85,$100 - $300
154,4.87,2.0,1.0,Rental,131,Humboldt Park,41.898048,-87.702972,Entire home/apt,361,3.3,$100 - $300
155,5.0,1.0,1.0,Condo,55,Loop,41.877,-87.63055,Private room,8,0.3,<$100
156,4.98,1.0,1.0,Rental,257,West Town,41.90173,-87.67359,Entire home/apt,102,0.92,$100 - $300
157,4.81,1.0,1.0,Home,39,West Lawn,41.78392,-87.72921,Private room,487,4.4,<$100
158,4.8,2.0,1.0,Condo,200,Uptown,41.97351,-87.66574,Entire home/apt,52,0.49,$100 - $300
159,4.58,1.0,1.0,Condo,125,Near North Side,41.89637,-87.62726,Entire home/apt,37,0.34,$100 - $300
160,4.88,1.0,1.0,Rental,133,Grand Boulevard,41.8198,-87.61423,Private room,8,0.07,$100 - $300
161,4.7,1.0,1.0,Home,95,Dunning,41.94306,-87.79432,Private room,30,0.28,<$100
162,4.84,1.0,1.0,Rental,110,Near North Side,41.89874,-87.61862,Entire home/apt,1,0.04,$100 - $300
163,4.8,3.0,5.0,Home,198,Lincoln Park,41.91374,-87.64014,Entire home/apt,181,1.96,$100 - $300
164,4.78,2.0,1.0,Loft,136,Near West Side,41.88503,-87.68664,Entire home/apt,125,1.14,$100 - $300
165,4.9,2.0,1.0,Home,140,Uptown,41.95669,-87.64847,Entire home/apt,318,2.89,$100 - $300
166,5.0,1.0,5.0,Condo,135,West Town,41.9011,-87.69184,Entire home/apt,3,0.04,$100 - $300
167,4.71,2.0,1.0,Rental,79,Lake View,41.9391,-87.64573,Private room,21,0.21,<$100
168,4.86,2.0,2.0,Rental,132,Lake View,41.94047,-87.64578,Entire home/apt,32,0.29,$100 - $300
169,4.81,1.0,5.0,Home,105,Lower West Side,41.84828,-87.68021,Private room,129,1.22,$100 - $300
170,4.87,1.0,1.0,Rental,105,West Town,41.90384,-87.66765,Entire home/apt,337,3.11,$100 - $300
171,5.0,2.0,1.0,Rental,150,Grand Boulevard,41.80392,-87.6108,Entire home/apt,3,0.07,$100 - $300
172,4.61,1.0,1.0,Rental,71,Uptown,41.96264,-87.67296,Private room,32,0.3,<$100
173,4.96,1.0,1.0,Rental,42,Edgewater,41.99701,-87.66099,Entire home/apt,210,1.93,<$100
174,4.72,1.0,1.0,Rental,126,Lake View,41.94987,-87.64611,Entire home/apt,468,4.32,$100 - $300
175,4.98,2.0,2.0,Condo,242,Uptown,41.96705,-87.65772,Entire home/apt,156,1.55,$100 - $300
176,4.94,1.0,1.0,Rental,61,Irving Park,41.95107,-87.71005,Private room,144,1.33,<$100
177,4.83,1.0,1.0,Condo,159,Loop,41.87346,-87.62843,Entire home/apt,40,1.13,$100 - $300
178,4.97,1.0,1.0,Condo,96,Lake View,41.94124,-87.64941,Private room,379,3.57,<$100
179,4.94,2.0,2.0,Home,250,Logan Square,41.9254,-87.69753,Entire home/apt,52,0.53,$100 - $300
180,4.96,2.0,1.0,Condo,65,Edgewater,41.99632,-87.66385,Private room,70,0.64,<$100
181,4.84,1.0,1.0,Rental,121,Grand Boulevard,41.81873,-87.61387,Entire home/apt,19,0.19,$100 - $300
182,4.82,1.0,5.0,Rental,137,Grand Boulevard,41.81793,-87.61291,Private room,11,0.11,$100 - $300
183,4.73,1.0,2.0,Rental,21,West Ridge,42.01653,-87.68788,Shared room,110,1.02,<$100
184,4.6,2.0,1.0,Rental,295,Near North Side,41.90487,-87.62747,Entire home/apt,96,0.9,$100 - $300
185,5.0,1.0,1.0,Home,100,Lake View,41.95518,-87.66999,Private room,36,0.35,$100 - $300
186,4.87,1.0,1.0,Rental,50,Irving Park,41.96114,-87.70514,Private room,23,0.22,<$100
187,4.98,3.0,1.0,Rental,199,North Center,41.95931,-87.67795,Entire home/apt,89,0.83,$100 - $300
188,4.86,1.0,1.0,Rental,85,Near North Side,41.90317,-87.63392,Entire home/apt,8,0.09,<$100
189,4.55,1.0,0.0,Home,33,Armour Square,41.85565,-87.63322,Private room,11,0.18,<$100
190,4.64,2.0,1.0,Rental,107,Irving Park,41.95501,-87.73814,Private room,131,1.24,$100 - $300
191,4.95,2.0,2.0,Townhouse,100,Uptown,41.96574,-87.65747,Private room,131,1.63,$100 - $300
192,4.61,2.0,2.0,Condo,233,West Town,41.9116,-87.66693,Entire home/apt,307,2.87,$100 - $300
193,4.79,2.0,1.0,Rental,99,West Town,41.90376,-87.69556,Entire home/apt,160,1.51,<$100
194,4.81,2.0,1.0,Rental,164,Uptown,41.95904,-87.64822,Entire home/apt,76,0.75,$100 - $300
195,4.86,1.0,1.0,Loft,100,West Town,41.900188,-87.661751,Private room,29,0.27,$100 - $300
196,4.82,1.0,1.0,Home,59,Logan Square,41.92125,-87.70158,Private room,115,1.11,<$100
197,4.86,1.0,1.0,Home,57,Logan Square,41.92286,-87.70154,Private room,76,0.72,<$100
198,5.0,1.0,1.0,Rental,105,Lake View,41.94207,-87.64757,Entire home/apt,65,0.65,$100 - $300
199,4.81,1.0,5.0,Loft,149,West Town,41.90992,-87.67521,Private room,68,0.67,$100 - $300
200,4.93,2.0,1.0,Hotel,436,Uptown,41.97106,-87.66777,Hotel room,90,0.86,>$300
201,4.76,1.0,1.0,Guest,135,West Town,41.90596,-87.67569,Entire home/apt,154,1.49,$100 - $300
202,4.89,3.0,2.0,Serviced,575,Uptown,41.97095,-87.66798,Entire home/apt,28,0.28,>$300
203,4.97,1.0,1.0,Boutique,302,Uptown,41.97106,-87.66777,Private room,38,0.36,>$300
204,4.92,1.0,1.0,Condo,120,Lincoln Park,41.91233,-87.65146,Private room,308,2.97,$100 - $300
205,4.72,1.0,1.0,Rental,70,West Town,41.90637,-87.68954,Private room,250,2.4,<$100
206,4.38,1.0,1.0,Rental,121,Grand Boulevard,41.80944,-87.61664,Entire home/apt,29,0.31,$100 - $300
207,4.57,1.0,1.0,Home,50,Pullman,41.687,-87.6076,Private room,7,0.07,<$100
208,4.67,1.0,1.0,Condo,146,Grand Boulevard,41.81214,-87.61328,Entire home/apt,24,0.23,$100 - $300
209,4.98,2.0,1.0,Rental,275,Near North Side,41.89295,-87.62217,Entire home/apt,345,3.37,$100 - $300
210,4.85,1.0,5.0,Condo,77,West Town,41.89492,-87.65926,Private room,234,2.63,<$100
211,4.92,1.0,2.0,Home,114,West Town,41.89998,-87.69244,Private room,190,1.82,$100 - $300
212,5.0,3.0,3.0,Home,175,Logan Square,41.92026,-87.67979,Entire home/apt,6,0.07,$100 - $300
213,4.84,3.0,5.0,Condo,5000,West Town,41.8911,-87.66947,Entire home/apt,0,1.59,>$300
214,4.89,1.0,1.0,Condo,55,West Town,41.90451,-87.67943,Private room,177,1.79,<$100
215,4.91,1.0,1.0,Condo,70,West Town,41.90434,-87.67967,Private room,276,2.66,<$100
216,4.89,1.0,1.0,Rental,150,West Town,41.89329,-87.68574,Entire home/apt,449,4.39,$100 - $300
217,4.92,1.0,2.0,Townhouse,179,West Town,41.89053,-87.68084,Entire home/apt,73,0.71,$100 - $300
218,4.91,2.0,2.0,Condo,170,West Town,41.90168,-87.693,Entire home/apt,225,2.2,$100 - $300
219,4.58,1.0,1.0,Rental,25,Lower West Side,41.85707,-87.67082,Private room,155,1.49,<$100
220,4.9,1.0,1.0,Home,79,Hyde Park,41.79857,-87.59814,Private room,216,2.09,<$100
221,4.75,2.0,1.0,Rental,90,Near West Side,41.86971,-87.65939,Entire home/apt,33,0.33,<$100
222,4.6,1.0,1.0,Loft,159,West Town,41.9086,-87.67684,Private room,53,0.52,$100 - $300
223,4.84,3.0,5.0,Rental,244,West Town,41.89558,-87.66585,Entire home/apt,117,1.14,$100 - $300
224,4.98,1.0,2.0,Condo,193,Logan Square,41.92723,-87.70807,Entire home/apt,220,2.15,$100 - $300
225,4.44,1.0,1.0,Home,120,South Shore,41.76477,-87.57182,Private room,102,0.99,$100 - $300
226,4.88,2.0,2.0,Guest,239,Lincoln Park,41.92032,-87.66153,Entire home/apt,236,2.35,$100 - $300
227,4.88,2.0,5.0,Rental,238,Lincoln Park,41.92061,-87.66324,Entire home/apt,236,2.28,$100 - $300
228,4.97,2.0,5.0,Condo,279,West Town,41.89738,-87.67208,Entire home/apt,129,1.26,$100 - $300
229,4.56,1.0,1.0,Bungalow,30,South Shore,41.76302,-87.57186,Private room,59,0.58,<$100
230,4.84,1.0,1.0,Bungalow,30,South Shore,41.76257,-87.57225,Private room,37,0.39,<$100
231,4.95,3.0,5.0,Home,500,Logan Square,41.92693,-87.71266,Entire home/apt,38,0.37,>$300
232,4.94,1.0,1.0,Condo,125,Uptown,41.97188,-87.65779,Private room,196,1.93,$100 - $300
233,4.78,3.0,5.0,Condo,143,West Ridge,41.98658,-87.69528,Entire home/apt,80,0.79,$100 - $300
234,4.93,1.0,1.0,Rental,45,South Lawndale,41.85253,-87.69803,Private room,29,0.3,<$100
235,4.81,1.0,1.0,Rental,50,South Lawndale,41.8544,-87.69845,Private room,26,0.27,<$100
236,4.87,1.0,1.0,Rental,77,South Lawndale,41.85436,-87.69681,Private room,23,0.26,<$100
237,4.94,1.0,1.0,Rental,72,South Lawndale,41.85276,-87.69828,Private room,17,0.2,<$100
238,4.69,1.0,1.0,Rental,49,South Lawndale,41.85442,-87.69695,Private room,26,0.28,<$100
239,4.55,1.0,1.0,Rental,50,Lincoln Park,41.91775,-87.65508,Private room,221,2.17,<$100
240,4.97,3.0,5.0,Home,135,Grand Boulevard,41.81436,-87.61289,Private room,33,0.33,$100 - $300
241,4.85,3.0,1.0,Rental,92,West Garfield Park,41.87669,-87.72146,Entire home/apt,488,4.75,<$100
242,4.66,3.0,1.0,Rental,70,East Garfield Park,41.8867,-87.70783,Entire home/apt,191,1.9,<$100
243,4.84,1.0,5.0,Loft,214,West Town,41.88987,-87.68237,Entire home/apt,31,0.34,$100 - $300
244,4.9,1.0,1.0,Condo,99,Lake View,41.93955,-87.65904,Private room,304,2.97,<$100
245,4.0,2.0,2.0,Rental,180,Near North Side,41.89862,-87.62138,Entire home/apt,8,0.08,$100 - $300
246,4.84,2.0,2.0,Rental,185,Near West Side,41.88668,-87.64266,Entire home/apt,0,1.59,$100 - $300
247,4.73,1.0,1.0,Rental,40,Hermosa,41.93483,-87.74135,Private room,61,0.6,<$100
248,4.63,1.0,1.0,Loft,169,West Town,41.90943908691406,-87.6762924194336,Private room,43,0.42,$100 - $300
249,4.63,1.0,1.0,Guest,52,Mckinley Park,41.82983,-87.67544,Entire home/apt,155,1.74,<$100
250,4.86,1.0,1.0,Home,86,Douglas,41.83674,-87.62086,Private room,301,2.95,<$100
251,5.0,2.0,2.0,Rental,200,Loop,41.87132,-87.63146,Entire home/apt,3,0.03,$100 - $300
252,4.75,1.0,2.0,Rental,19,West Ridge,42.01653,-87.68788,Shared room,174,1.72,<$100
253,4.94,3.0,2.0,Rental,253,North Center,41.94614,-87.68242,Entire home/apt,36,0.36,$100 - $300
254,4.67,2.0,1.0,Boutique,302,Uptown,41.97183,-87.66786,Private room,6,0.06,>$300
