,rating,num_beds,num_bath,property_type,price,neighbourhood,latitude,longitude,room_type,number_of_reviews,reviews_per_month,price_range
1882,4.95,2.0,1.0,Rental,173,West Town,41.89769,-87.66868,Entire home/apt,315,5.7,$100 - $300
1883,4.84,1.0,1.0,Rental,64,Irving Park,41.95771,-87.71634,Private room,87,1.61,<$100
1884,4.68,1.0,1.0,Rental,55,South Shore,41.76103,-87.5889,Private room,34,0.61,<$100
1885,4.79,1.0,1.0,Rental,99,Lake View,41.94806,-87.66171,Entire home/apt,117,2.14,<$100
1886,4.86,1.0,1.0,Rental,138,Logan Square,41.92358,-87.72433,Entire home/apt,76,1.4,$100 - $300
1887,4.77,3.0,2.0,Rental,105,Near West Side,41.877858,-87.679355,Entire home/apt,150,2.74,$100 - $300
1888,4.97,3.0,2.0,Rental,344,Edgewater,41.98517,-87.66792,Entire home/apt,90,1.6,>$300
1889,4.97,3.0,1.0,Rental,148,Lake View,41.95708,-87.67162,Entire home/apt,299,5.43,$100 - $300
1890,4.84,1.0,1.0,Rental,109,Near West Side,41.86472,-87.64595,Entire home/apt,96,1.71,$100 - $300
1891,4.9,3.0,5.0,Townhouse,215,Grand Boulevard,41.8218,-87.60995,Entire home/apt,10,0.88,$100 - $300
1892,4.89,4.0,1.0,Home,151,West Garfield Park,41.86979,-87.72272,Entire home/apt,38,5.73,$100 - $300
1893,4.95,2.0,5.0,Home,60,Austin,41.88787,-87.76898,Private room,88,1.6,<$100
1894,5.0,3.0,5.0,Home,643,Rogers Park,42.01579,-87.66546,Entire home/apt,36,0.71,>$300
1895,4.91,1.0,1.0,Loft,121,Near North Side,41.88936,-87.63025,Private room,375,6.82,$100 - $300
1896,4.88,2.0,1.0,Rental,82,North Center,41.960881,-87.677896,Entire home/apt,194,3.55,<$100
1897,4.83,2.0,1.0,Rental,115,Humboldt Park,41.89018,-87.70888,Entire home/apt,86,1.55,$100 - $300
1898,4.88,3.0,5.0,Home,349,Kenwood,41.8152,-87.60099,Entire home/apt,25,0.45,>$300
1899,4.84,2.0,1.0,Rental,79,West Town,41.91383,-87.70173,Entire home/apt,2,0.04,<$100
1900,4.94,1.0,1.0,Home,70,Irving Park,41.94872,-87.71656,Private room,48,0.87,<$100
1901,4.97,2.0,2.0,Rental,281,Lake View,41.94725580010055,-87.66038720178622,Entire home/apt,37,0.69,$100 - $300
1902,4.8,1.0,1.0,Rental,110,Avondale,41.94124398150169,-87.71544332615052,Entire home/apt,104,1.87,$100 - $300
1903,4.53,2.0,1.0,Condo,76,West Town,41.89761,-87.69099,Entire home/apt,146,2.62,<$100
1904,4.77,5.0,3.0,Home,49,Austin,41.88397,-87.76567,Private room,35,0.64,<$100
1905,4.69,4.0,2.0,Rental,119,Logan Square,41.916428,-87.692576,Entire home/apt,144,2.59,$100 - $300
1906,4.89,2.0,1.0,Rental,131,Albany Park,41.96303,-87.70722,Entire home/apt,137,2.49,$100 - $300
1907,5.0,2.0,1.0,Rental,108,Avondale,41.93387,-87.7191,Entire home/apt,14,0.32,$100 - $300
1908,4.71,4.0,5.0,Home,434,Near West Side,41.87979,-87.68372,Entire home/apt,28,0.52,>$300
1909,5.0,1.0,1.0,Home,60,Edison Park,42.00714,-87.82048,Private room,5,0.1,<$100
1910,4.84,1.0,1.0,Condo,90,Near West Side,41.86011,-87.66088,Entire home/apt,0,1.59,<$100
1911,4.74,2.0,1.0,Rental,98,Humboldt Park,41.89205,-87.70929,Entire home/apt,89,1.61,<$100
1912,4.9,1.0,1.0,Rental,95,Near North Side,41.90199,-87.63148,Entire home/apt,326,5.88,<$100
1913,4.9,3.0,1.0,Condo,200,Logan Square,41.92067,-87.71228,Entire home/apt,97,1.77,$100 - $300
1914,4.87,2.0,1.0,Rental,84,Avondale,41.93253,-87.72369,Entire home/apt,23,0.42,<$100
1915,4.75,1.0,1.0,Guest,60,Austin,41.91525,-87.79559,Entire home/apt,13,0.23,<$100
1916,4.95,2.0,1.0,Rental,139,Edgewater,41.98377,-87.67126,Entire home/apt,96,1.76,$100 - $300
1917,4.77,2.0,1.0,Guest,73,Roseland,41.70887,-87.61603,Entire home/apt,47,0.92,<$100
1918,4.77,4.0,2.0,Home,235,Avondale,41.93838,-87.71931,Entire home/apt,136,2.47,$100 - $300
1919,4.89,1.0,2.0,Townhouse,54,West Town,41.89746,-87.65394,Private room,123,2.27,<$100
1920,4.84,1.0,1.0,Condo,150,Near North Side,41.90583,-87.63012,Entire home/apt,1,0.02,$100 - $300
1921,4.89,1.0,2.0,Townhouse,53,West Town,41.89581,-87.65554,Private room,110,1.99,<$100
1922,4.88,1.0,2.0,Townhouse,54,West Town,41.89568,-87.6561,Private room,131,2.4,<$100
1923,4.85,3.0,2.0,Townhouse,161,West Town,41.89553,-87.65388,Entire home/apt,79,1.44,$100 - $300
1924,4.97,2.0,1.0,Rental,109,East Garfield Park,41.88409,-87.70338,Entire home/apt,34,0.68,$100 - $300
1925,4.76,1.0,1.0,Rental,436,North Lawndale,41.85596,-87.70748,Entire home/apt,90,1.64,>$300
1926,4.94,2.0,1.0,Rental,166,Lower West Side,41.85694,-87.67701,Entire home/apt,240,4.43,$100 - $300
1927,4.98,2.0,2.0,Rental,182,Near West Side,41.87798,-87.65929,Entire home/apt,116,2.12,$100 - $300
1928,4.84,3.0,2.0,Rental,699,Near North Side,41.89096,-87.6186,Entire home/apt,1,0.02,>$300
1929,4.82,1.0,1.0,Rental,242,Loop,41.88531,-87.62526,Entire home/apt,120,2.21,$100 - $300
1930,4.54,3.0,1.0,Rental,160,Logan Square,41.91786,-87.69892,Entire home/apt,89,1.63,$100 - $300
1931,4.9,1.0,1.0,Guest,96,Rogers Park,42.01294,-87.6721,Private room,39,0.71,<$100
1932,4.9,1.0,1.0,Loft,99,Near South Side,41.85988,-87.62585,Entire home/apt,41,0.75,<$100
1933,4.92,2.0,2.0,Rental,267,Rogers Park,42.0179,-87.67443,Entire home/apt,24,0.45,$100 - $300
1934,4.73,3.0,1.0,Condo,193,Lincoln Park,41.92918,-87.66024,Entire home/apt,204,3.73,$100 - $300
1935,4.84,1.0,5.0,Rental,125,Irving Park,41.96291,-87.735344,Private room,2,0.04,$100 - $300
1936,4.77,1.0,1.0,Rental,129,Uptown,41.97366387151171,-87.66517944693676,Entire home/apt,258,4.74,$100 - $300
1937,4.5,1.0,3.0,Home,40,Calumet Heights,41.72778,-87.57738,Private room,24,0.44,<$100
1938,4.98,1.0,1.0,Guest,134,Edgewater,41.9795,-87.66898,Entire home/apt,102,1.92,$100 - $300
1939,4.25,2.0,1.0,Rental,64,Lake View,41.94436,-87.65458,Entire home/apt,7,0.13,<$100
1940,4.74,2.0,1.0,Rental,239,Lincoln Park,41.92899,-87.65866,Entire home/apt,206,3.75,$100 - $300
1941,4.82,2.0,2.0,Rental,94,Loop,41.88487,-87.62511,Entire home/apt,60,1.11,<$100
1942,4.86,1.0,1.0,Condo,98,Uptown,41.96326,-87.66497,Entire home/apt,7,0.34,<$100
1943,4.83,3.0,2.0,Rental,621,Near West Side,41.88581,-87.65114,Entire home/apt,151,2.78,>$300
1944,4.94,1.0,1.0,Rental,122,Near North Side,41.9003,-87.62172,Private room,163,3.0,$100 - $300
1945,4.9,2.0,1.0,Rental,142,Logan Square,41.92756,-87.69046,Entire home/apt,139,2.64,$100 - $300
1946,4.94,3.0,3.0,Home,679,Lincoln Park,41.93253,-87.65573,Entire home/apt,105,1.93,>$300
1947,4.92,2.0,1.0,Rental,84,Hegewisch,41.65462,-87.54937,Entire home/apt,154,2.83,<$100
1948,4.67,1.0,1.0,Boutique,204,Near North Side,41.8923,-87.62734,Hotel room,27,0.49,$100 - $300
1949,4.89,2.0,2.0,Condo,385,Near North Side,41.90018,-87.62185,Entire home/apt,118,2.16,>$300
1950,4.86,2.0,2.0,Condo,321,Near North Side,41.89937,-87.62111,Entire home/apt,218,3.98,>$300
1951,4.92,1.0,2.0,Rental,70,Ohare,41.97614,-87.84523,Entire home/apt,12,0.23,<$100
1952,4.83,1.0,1.0,Rental,40,Archer Heights,41.81278,-87.72698,Entire home/apt,41,0.75,<$100
1953,4.84,4.0,1.0,Rental,274,Lake View,41.95385,-87.66694,Entire home/apt,242,4.45,$100 - $300
1954,4.8,3.0,2.0,Rental,186,Lake View,41.95361,-87.66546,Entire home/apt,209,3.87,$100 - $300
1955,4.39,4.0,1.0,Home,150,New City,41.79921,-87.64459,Entire home/apt,28,0.56,$100 - $300
1956,4.97,2.0,1.0,Rental,150,Lincoln Square,41.96876,-87.70035,Entire home/apt,35,0.66,$100 - $300
1957,4.87,4.0,4.0,Condo,756,Near North Side,41.89936,-87.61977,Entire home/apt,52,0.99,>$300
1958,4.9,3.0,5.0,Rental,711,Near West Side,41.88774240388118,-87.64545128624319,Entire home/apt,92,1.72,>$300
1959,4.89,2.0,2.0,Condo,354,Near North Side,41.89884,-87.62117,Entire home/apt,209,3.84,>$300
1960,4.87,1.0,3.0,Guest,74,Armour Square,41.85295,-87.63725,Private room,127,2.33,<$100
1961,4.89,4.0,1.0,Condo,386,Near North Side,41.90967,-87.64036,Entire home/apt,18,0.33,>$300
1962,4.84,2.0,2.0,Rental,199,Near South Side,41.84814,-87.61885,Entire home/apt,1,0.17,$100 - $300
1963,4.86,2.0,1.0,Condo,85,Logan Square,41.92727,-87.69462,Entire home/apt,30,0.55,<$100
1964,4.76,2.0,2.0,Loft,123,Douglas,41.83125,-87.62037,Entire home/apt,180,3.32,$100 - $300
1965,4.84,1.0,1.0,Rental,170,West Town,41.88936,-87.64777,Entire home/apt,1,0.02,$100 - $300
1966,4.84,1.0,1.0,Rental,162,Near West Side,41.88762,-87.64605,Entire home/apt,0,1.59,$100 - $300
1967,4.73,2.0,1.0,Rental,85,Mckinley Park,41.83101,-87.6681,Entire home/apt,71,1.3,<$100
1968,4.89,3.0,2.0,Rental,452,Near West Side,41.88541,-87.65137,Entire home/apt,186,3.47,>$300
1969,4.85,6.0,4.0,Rental,1110,Near West Side,41.88712,-87.65089,Entire home/apt,59,1.11,>$300
1970,4.85,3.0,2.0,Rental,119,Lower West Side,41.85548,-87.67985,Entire home/apt,251,4.63,$100 - $300
1971,4.91,4.0,2.0,Rental,468,Lake View,41.93924,-87.64225,Entire home/apt,162,3.46,>$300
1972,4.89,1.0,1.0,Rental,83,Logan Square,41.9221,-87.686065,Entire home/apt,216,4.0,<$100
1973,4.84,1.0,1.0,Home,800,Irving Park,41.95137,-87.72078,Private room,0,1.59,>$300
1974,5.0,8.0,5.0,Home,1613,Logan Square,41.91771,-87.71367,Entire home/apt,57,1.11,>$300
1975,4.84,2.0,2.0,Home,70,East Garfield Park,41.87717,-87.70436,Private room,2,0.04,<$100
1976,5.0,2.0,2.0,Guest,65,Lake View,41.94193,-87.66657,Entire home/apt,3,0.06,<$100
1977,4.59,1.0,1.0,Rental,104,South Lawndale,41.85309,-87.69624,Entire home/apt,46,0.91,$100 - $300
1978,4.47,4.0,1.0,Condo,128,West Garfield Park,41.88594,-87.72223,Entire home/apt,118,2.23,$100 - $300
1979,4.39,2.0,1.0,Rental,96,Douglas,41.83406,-87.61045,Entire home/apt,75,1.4,<$100
1980,4.84,1.0,1.0,Rental,175,Loop,41.88771,-87.61852,Entire home/apt,2,0.04,$100 - $300
1981,4.56,3.0,1.0,Rental,90,Logan Square,41.924163,-87.704342,Entire home/apt,158,2.94,<$100
1982,4.47,3.0,1.0,Condo,119,Bridgeport,41.84352,-87.63915,Entire home/apt,85,1.59,$100 - $300
1983,4.94,2.0,1.0,Loft,54,West Lawn,41.78118,-87.73739,Entire home/apt,78,1.52,<$100
1984,4.67,1.0,1.0,Condo,147,West Town,41.9137,-87.68238,Entire home/apt,3,0.06,$100 - $300
1985,4.92,2.0,2.0,Rental,264,Rogers Park,42.01957,-87.66426,Entire home/apt,71,1.32,$100 - $300
1986,4.83,5.0,2.0,Condo,422,Armour Square,41.85011,-87.63298,Entire home/apt,110,2.07,>$300
1987,4.94,5.0,1.0,Rental,254,West Town,41.9084,-87.68364,Entire home/apt,87,1.64,$100 - $300
1988,4.88,1.0,1.0,Home,65,Albany Park,41.96143,-87.72214,Private room,67,1.25,<$100
1989,4.88,3.0,1.0,Rental,118,Garfield Ridge,41.7942,-87.79218,Entire home/apt,60,1.12,$100 - $300
1990,4.86,3.0,2.0,Condo,299,Armour Square,41.85715,-87.6338,Entire home/apt,83,1.54,$100 - $300
1991,4.94,3.0,2.0,Condo,299,Armour Square,41.85669,-87.63226,Entire home/apt,106,1.99,$100 - $300
1992,4.86,3.0,2.0,Condo,299,Near South Side,41.85797,-87.63388,Entire home/apt,116,2.19,$100 - $300
1993,4.69,3.0,1.0,Rental,155,Lower West Side,41.85754,-87.66587,Entire home/apt,133,2.51,$100 - $300
1994,4.9,2.0,1.0,Rental,147,Lower West Side,41.85694,-87.67701,Entire home/apt,167,3.11,$100 - $300
1995,4.66,1.0,1.0,Home,35,South Shore,41.76447,-87.57348,Private room,32,0.61,<$100
1996,4.8,4.0,2.0,Condo,399,Armour Square,41.85347767654599,-87.63321333299847,Entire home/apt,76,1.51,>$300
1997,4.7,1.0,4.0,Home,27,Calumet Heights,41.72798,-87.57824,Shared room,53,0.99,<$100
1998,4.9,4.0,5.0,Condo,376,Armour Square,41.84599,-87.63497,Entire home/apt,69,1.3,>$300
1999,4.83,3.0,2.0,Condo,250,Pullman,41.72055,-87.59305,Entire home/apt,116,2.17,$100 - $300
2000,4.98,1.0,1.0,Bungalow,139,Montclare,41.9318,-87.79291,Private room,49,0.97,$100 - $300
2001,4.78,1.0,1.0,Condo,101,Near West Side,41.86644,-87.65344,Private room,88,1.66,$100 - $300
2002,4.79,3.0,2.0,Condo,499,Near West Side,41.86683,-87.65402,Entire home/apt,28,0.53,>$300
2003,4.34,1.0,1.0,Rental,91,West Town,41.90231,-87.67174,Entire home/apt,77,1.44,<$100
2004,4.94,1.0,5.0,Home,150,North Center,41.93726,-87.67514,Private room,17,0.32,$100 - $300
2005,4.9,3.0,1.0,Rental,146,Lincoln Park,41.92712,-87.66859,Entire home/apt,87,1.65,$100 - $300
2006,4.84,1.0,1.0,Rental,168,West Town,41.90018,-87.6664,Entire home/apt,1,0.02,$100 - $300
2007,4.63,3.0,5.0,Condo,195,Logan Square,41.92572,-87.67827,Entire home/apt,223,4.19,$100 - $300
2008,4.65,1.0,3.0,Home,26,Calumet Heights,41.728,-87.57715,Shared room,20,0.48,<$100
2009,4.84,1.0,1.0,Rental,138,Near North Side,41.898904,-87.62797,Entire home/apt,1,0.06,$100 - $300
2010,5.0,6.0,5.0,Home,2599,Lincoln Park,41.9144,-87.6463,Entire home/apt,25,0.51,>$300
2011,4.0,4.0,5.0,Home,450,Logan Square,41.91784,-87.70446,Entire home/apt,4,0.08,>$300
2012,4.99,1.0,1.0,Rental,107,Logan Square,41.9302,-87.69725,Entire home/apt,144,2.72,$100 - $300
2013,4.86,5.0,2.0,Condo,404,Armour Square,41.84572,-87.63329,Entire home/apt,57,1.27,>$300
2014,4.84,4.0,4.0,Condo,404,Armour Square,41.84564,-87.63477,Entire home/apt,49,1.05,>$300
2015,4.7,4.0,4.0,Condo,404,Armour Square,41.84589,-87.63485,Entire home/apt,56,1.57,>$300
2016,4.83,2.0,1.0,Home,275,Lake View,41.94115,-87.65076,Private room,18,0.36,$100 - $300
2017,4.9,4.0,2.0,Condo,122,Edgewater,41.97675323486328,-87.66390991210938,Entire home/apt,136,2.56,$100 - $300
2018,4.86,3.0,2.0,Condo,120,Irving Park,41.95481,-87.69889,Entire home/apt,49,0.93,$100 - $300
2019,4.78,1.0,1.0,Home,21,South Shore,41.76087,-87.58783,Private room,45,0.85,<$100
2020,4.84,1.0,1.0,Home,71,Lower West Side,41.85555,-87.67277,Entire home/apt,57,1.22,<$100
2021,4.43,2.0,1.0,Rental,55,Humboldt Park,41.90762,-87.71031,Entire home/apt,28,0.53,<$100
2022,4.74,3.0,2.0,Rental,98,Near West Side,41.87786,-87.67936,Entire home/apt,156,2.96,<$100
2023,4.84,2.0,2.0,Rental,225,Near West Side,41.88634,-87.6482,Entire home/apt,0,1.59,$100 - $300
2024,4.44,1.0,1.0,Bungalow,25,South Shore,41.76437,-87.57332,Shared room,39,0.75,<$100
2025,4.84,1.0,1.0,Rental,150,Near North Side,41.89862,-87.62138,Entire home/apt,2,0.13,$100 - $300
2026,4.41,4.0,2.0,Rental,376,Lake View,41.95516,-87.6688,Entire home/apt,71,1.35,>$300
2027,4.92,2.0,1.0,Rental,109,Chatham,41.74915,-87.61742,Entire home/apt,66,1.25,$100 - $300
2028,5.0,1.0,1.0,Condo,98,Near North Side,41.89627,-87.62597,Entire home/apt,3,0.06,<$100
2029,4.84,2.0,2.0,Condo,155,Rogers Park,42.00020605094575,-87.66888443380594,Entire home/apt,1,1.0,$100 - $300
2030,4.83,3.0,2.0,Condo,194,Grand Boulevard,41.81685,-87.61667,Entire home/apt,42,0.81,$100 - $300
2031,4.84,7.0,1.0,Rental,170,Near North Side,41.89053,-87.63745,Entire home/apt,1,0.02,$100 - $300
2032,4.73,2.0,1.0,Rental,232,Near West Side,41.88265,-87.64358,Entire home/apt,70,1.32,$100 - $300
2033,4.81,2.0,1.0,Rental,180,Avondale,41.94085,-87.71697,Entire home/apt,59,2.4,$100 - $300
2034,4.99,2.0,1.0,Condo,185,Lake View,41.94005,-87.64644,Entire home/apt,83,1.58,$100 - $300
2035,4.56,1.0,2.0,Home,133,Humboldt Park,41.88864,-87.72008,Private room,106,1.99,$100 - $300
2036,4.42,2.0,1.0,Rental,100,Logan Square,41.92192,-87.68306,Entire home/apt,19,0.36,$100 - $300
2037,5.0,4.0,5.0,Rental,275,North Center,41.952763,-87.686211,Entire home/apt,69,1.31,$100 - $300
2038,4.84,1.0,1.0,Rental,117,Lincoln Park,41.91331,-87.63998,Entire home/apt,45,0.88,$100 - $300
2039,4.84,1.0,1.0,Condo,100,Near West Side,41.88202,-87.6835,Private room,0,1.59,$100 - $300
2040,4.6,1.0,1.0,Rental,87,Avondale,41.93272,-87.72247,Entire home/apt,88,1.72,<$100
2041,4.93,1.0,5.0,Home,39,South Shore,41.7649,-87.56884,Private room,14,0.31,<$100
2042,4.96,2.0,1.0,Condo,243,Lincoln Park,41.92147,-87.65427,Entire home/apt,91,1.8,$100 - $300
2043,4.67,3.0,1.0,Rental,2000,Mckinley Park,41.82624,-87.66837,Entire home/apt,9,0.17,>$300
2044,4.65,1.0,1.0,Rental,95,Lincoln Park,41.91376,-87.63784,Entire home/apt,34,0.64,<$100
2045,4.94,3.0,2.0,Loft,187,West Town,41.9099,-87.66682,Entire home/apt,165,3.13,$100 - $300
2046,4.37,2.0,5.0,Condo,250,Ohare,41.97309,-87.84193,Entire home/apt,40,0.76,$100 - $300
2047,4.94,1.0,1.0,Rental,27,New City,41.79442,-87.66167,Private room,18,0.34,<$100
2048,4.85,1.0,1.0,Condo,220,West Town,41.89739,-87.67186,Entire home/apt,55,1.04,$100 - $300
2049,4.84,1.0,1.0,Rental,33,Near West Side,41.87241,-87.68399,Private room,2,0.73,<$100
2050,4.84,1.0,2.0,Home,32,Morgan Park,41.69191,-87.6815,Private room,1,0.21,<$100
2051,4.78,1.0,1.0,Rental,38,Norwood Park,41.98295,-87.8196,Private room,40,0.76,<$100
2052,4.98,1.0,1.0,Guest,134,Edgewater,41.99565,-87.66217,Entire home/apt,168,3.2,$100 - $300
2053,4.93,1.0,1.0,Rental,140,Logan Square,41.91918,-87.70321,Entire home/apt,101,1.92,$100 - $300
2054,4.84,2.0,1.0,Rental,780,Grand Boulevard,41.8201,-87.61579,Entire home/apt,19,0.36,>$300
2055,4.65,2.0,2.0,Rental,163,Lincoln Park,41.9152,-87.65341,Entire home/apt,20,0.47,$100 - $300
2056,4.33,1.0,1.0,Home,39,West Garfield Park,41.87605,-87.72218,Private room,9,0.18,<$100
2057,4.92,2.0,2.0,Condo,319,West Town,41.905739,-87.674858,Entire home/apt,63,1.28,>$300
2058,4.73,3.0,3.0,Condo,150,Kenwood,41.81472,-87.59928,Entire home/apt,23,0.44,$100 - $300
2059,5.0,1.0,1.0,Rental,150,Near North Side,41.89862,-87.62138,Entire home/apt,3,0.06,$100 - $300
2060,4.95,1.0,5.0,Rental,350,Near North Side,41.90074,-87.62465,Entire home/apt,42,0.87,>$300
2061,4.89,1.0,1.0,Rental,155,Near North Side,41.89759,-87.62277,Entire home/apt,19,0.38,$100 - $300
2062,4.84,7.0,1.0,Rental,150,Near North Side,41.89843,-87.62186,Entire home/apt,0,1.59,$100 - $300
2063,4.99,3.0,1.0,Rental,169,Irving Park,41.95457,-87.72258,Entire home/apt,98,2.76,$100 - $300
2064,4.94,1.0,1.0,Rental,144,West Town,41.90176,-87.67139,Entire home/apt,84,1.71,$100 - $300
2065,4.92,1.0,1.0,Rental,240,Hyde Park,41.789,-87.58865,Entire home/apt,12,0.24,$100 - $300
2066,4.84,3.0,5.0,Rental,161,Logan Square,41.92142,-87.702,Entire home/apt,115,2.26,$100 - $300
2067,4.56,1.0,5.0,Rental,105,Greater Grand Crossing,41.76678,-87.63288,Shared room,9,0.18,$100 - $300
2068,4.45,1.0,1.0,Boutique,210,Near North Side,41.8923,-87.627335,Hotel room,11,0.22,$100 - $300
2069,4.68,3.0,1.0,Rental,189,Near West Side,41.87202,-87.68713,Entire home/apt,34,0.65,$100 - $300
2070,4.58,1.0,1.0,Boutique,75,Near North Side,41.892509,-87.616173,Hotel room,572,10.87,<$100
2071,4.84,2.0,1.0,Rental,82,Bridgeport,41.83326,-87.65196,Entire home/apt,68,1.34,<$100
2072,4.83,2.0,1.0,Rental,60,Irving Park,41.96038,-87.70027,Entire home/apt,6,0.13,<$100
2073,4.84,7.0,1.0,Rental,140,Near North Side,41.89848,-87.62176,Entire home/apt,0,1.59,$100 - $300
2074,4.84,1.0,1.0,Rental,185,Near North Side,41.88914,-87.6354,Entire home/apt,0,1.59,$100 - $300
2075,5.0,1.0,5.0,Townhouse,67,West Town,41.89348,-87.65212,Private room,9,0.17,<$100
2076,4.84,1.0,1.0,Rental,240,Near North Side,41.89216,-87.62972,Entire home/apt,0,1.59,$100 - $300
2077,4.75,1.0,1.0,Home,150,Humboldt Park,41.91307,-87.7042,Entire home/apt,121,2.29,$100 - $300
2078,4.84,1.0,1.0,Rental,59,Portage Park,41.962604,-87.77551,Entire home/apt,164,3.22,<$100
2079,4.67,1.0,5.0,Rental,160,Near North Side,41.89846,-87.621681,Entire home/apt,6,0.12,$100 - $300
2080,5.0,1.0,1.0,Rental,160,Near North Side,41.89862,-87.62173,Entire home/apt,5,0.2,$100 - $300
2081,4.86,2.0,1.0,Rental,500,Near North Side,41.90638,-87.62817,Entire home/apt,14,0.28,>$300
2082,4.77,5.0,5.0,Home,306,Near West Side,41.878445,-87.680006,Entire home/apt,142,2.78,>$300
2083,5.0,1.0,2.0,Home,200,North Park,41.9841,-87.71603,Entire home/apt,9,0.17,$100 - $300
2084,4.92,1.0,1.0,Home,252,North Park,41.98242,-87.71792,Private room,13,0.25,$100 - $300
2085,4.96,2.0,2.0,Home,279,North Park,41.982,-87.71611,Entire home/apt,100,3.69,$100 - $300
2086,4.62,1.0,1.0,Boutique,71,Near North Side,41.892509,-87.616173,Hotel room,156,3.03,<$100
2087,4.49,1.0,1.0,Boutique,73,Near North Side,41.8923,-87.627335,Hotel room,67,1.29,<$100
2088,4.33,1.0,1.0,Boutique,73,Near North Side,41.8923,-87.627335,Hotel room,30,0.6,<$100
2089,4.92,2.0,1.0,Rental,280,Edgewater,41.9921,-87.66001,Entire home/apt,73,1.6,$100 - $300
2090,4.2,2.0,1.0,Rental,120,Lower West Side,41.85601,-87.67138,Entire home/apt,5,0.12,$100 - $300
2091,4.65,2.0,1.0,Rental,60,Logan Square,41.918963,-87.708272,Entire home/apt,137,2.63,<$100
2092,4.94,1.0,1.0,Condo,50,Woodlawn,41.783544,-87.613592,Private room,17,0.32,<$100
2093,4.84,5.0,5.0,Rental,366,Bridgeport,41.83016,-87.64557,Entire home/apt,0,1.59,>$300
2094,4.81,3.0,3.0,Rental,112,Near West Side,41.87003,-87.68831,Entire home/apt,110,2.14,$100 - $300
2095,4.82,2.0,1.0,Rental,104,Pullman,41.6882,-87.60491,Entire home/apt,93,1.89,$100 - $300
2096,4.95,1.0,1.0,Guest,111,Douglas,41.8258,-87.61993,Entire home/apt,140,2.69,$100 - $300
2097,4.86,2.0,1.0,Rental,127,Lower West Side,41.85862,-87.67896,Entire home/apt,22,0.42,$100 - $300
2098,4.97,2.0,1.0,Condo,101,Woodlawn,41.78406,-87.61273,Entire home/apt,38,2.84,$100 - $300
2099,5.0,1.0,1.0,Condo,57,Woodlawn,41.78417,-87.61256,Private room,7,0.45,<$100
2100,4.95,2.0,1.0,Rental,115,Lincoln Park,41.91237,-87.64121,Entire home/apt,107,2.09,$100 - $300
2101,4.84,1.0,1.0,Rental,150,Near North Side,41.898904,-87.62797,Entire home/apt,0,1.59,$100 - $300
2102,4.7,2.0,1.0,Condo,128,North Center,41.94043,-87.68306,Entire home/apt,105,2.04,$100 - $300
2103,5.0,4.0,5.0,Loft,2249,West Town,41.89564,-87.65398,Entire home/apt,10,0.19,>$300
2104,4.84,1.0,1.0,Loft,234,West Town,41.91101,-87.67559,Entire home/apt,82,1.58,$100 - $300
2105,4.84,4.0,1.0,Rental,202,North Lawndale,41.86200921924164,-87.7165844910606,Entire home/apt,2,0.9,$100 - $300
2106,4.88,4.0,2.0,Condo,399,Armour Square,41.85349,-87.63398,Entire home/apt,25,0.49,>$300
2107,4.91,4.0,2.0,Condo,399,Armour Square,41.85311,-87.63203,Entire home/apt,88,1.69,>$300
2108,4.77,4.0,5.0,Townhouse,432,Near North Side,41.90136,-87.62574,Entire home/apt,127,2.52,>$300
2109,4.82,2.0,1.0,Rental,250,West Town,41.89763,-87.68022,Entire home/apt,11,0.21,$100 - $300
2110,4.96,3.0,1.0,Rental,161,Lake View,41.95344,-87.67022,Entire home/apt,106,2.06,$100 - $300
2111,4.84,7.0,1.0,Rental,155,Near North Side,41.89846,-87.62186,Entire home/apt,0,1.59,$100 - $300
2112,4.57,1.0,1.0,Boutique,210,Near North Side,41.8923,-87.627335,Hotel room,266,5.21,$100 - $300
2113,4.83,5.0,5.0,Condo,1072,West Town,41.89612,-87.66223,Entire home/apt,12,0.9,>$300
2114,4.84,1.0,1.0,Condo,95,Near North Side,41.89315,-87.61506,Entire home/apt,1,0.02,<$100
2115,4.35,1.0,1.0,Rental,168,West Town,41.90465,-87.67233,Entire home/apt,86,1.65,$100 - $300
2116,4.84,3.0,5.0,Home,950,Logan Square,41.91904,-87.67433,Entire home/apt,1,0.02,>$300
2117,5.0,2.0,2.0,Rental,75,West Town,41.89239,-87.67986,Entire home/apt,5,0.1,<$100
2118,4.93,1.0,1.0,Rental,92,Edgewater,41.98612,-87.66991,Entire home/apt,182,3.49,<$100
2119,4.8,2.0,5.0,Rental,105,West Town,41.901,-87.66607,Entire home/apt,41,0.79,$100 - $300
2120,4.61,1.0,1.0,Rental,44,Norwood Park,41.98295,-87.8196,Private room,18,0.38,<$100
2121,4.8,3.0,2.0,Condo,212,Rogers Park,42.01375,-87.68298,Entire home/apt,20,0.41,$100 - $300
2122,4.96,2.0,1.0,Rental,131,Logan Square,41.92299,-87.70296,Entire home/apt,152,3.02,$100 - $300
2123,4.84,9.0,6.0,Condo,4500,West Town,41.89499,-87.65478,Entire home/apt,0,1.59,>$300
2124,4.84,1.0,1.0,Rental,165,Near North Side,41.89193,-87.63558,Entire home/apt,0,1.59,$100 - $300
2125,4.84,2.0,1.0,Rental,250,Austin,41.88428,-87.75062,Entire home/apt,1,0.03,$100 - $300
